strategy,chunk_words,overlap_words,k,id,question,gold_answers,pred_answer,em,f1
medium,400,80,2,572fb059947a6a140053cb80,Who did the Parliament rent additional buildings from?,City of Edinburgh Council || City of Edinburgh Council || the City of Edinburgh Council,The City of Edinburgh Council,1.0,1.0
medium,400,80,2,571098f8a58dae1900cd6ab3,What style of lace is erroneously believed by some to have Huguenot influence?,'Bucks Point' || Bucks Point || Bucks Point,Bucks Point lace,0.0,0.8
medium,400,80,2,56de40da4396321400ee270a,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan || Guy de Lusignan || Guy de Lusignan,Guy de Lusignan,1.0,1.0
medium,400,80,2,56d9c92bdc89441400fdb80e,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr. || Ted Ginn Jr,Ted Ginn Jr.,1.0,1.0
medium,400,80,2,5725bad5271a42140099d0bd,When did Syria and Egypt launch a surprise attack on Israel?,"On October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973","October 6, 1973",1.0,1.0
medium,400,80,2,5725edfe38643c19005acea1,The west side of Fresno is the center of which ethnic community?,African-American || African-American || African-American,African-American,1.0,1.0
medium,400,80,2,56e0d6367aa994140058e773,How much did Tesla say Edison offered him to redesign his motor and generators?,fifty thousand dollars || fifty thousand dollars || fifty thousand dollars,"$50,000",0.0,0.0
medium,400,80,2,57265ceddd62a815002e82b8,By which year did full sized American cars shrink to be smaller?,1979 || 1979 || 1979 || 1979 || 1979,1979,1.0,1.0
medium,400,80,2,56e1239acd28a01900c67642,When did he talk about his thoughts on gender?,1926 || 1926 || 1926,In 1926.,0.0,0.6666666666666666
medium,400,80,2,5726c9b0dd62a815002e904a,Who led the Kievian Rus' troops against Subutai's Mongol army?,Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev,Mstislav III of Kiev and Mstislav the Bold of Halych.,0.0,1.0
medium,400,80,2,572646655951b619008f6ec0,What do ctenophores have that no other animals have?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
medium,400,80,2,5727f2714b864d1900164074,What impact did the high school education movement have on the wages of skilled workers?,decrease || decrease in the price of skilled labor || decrease,The mass high school education movement led to an increase in skilled workers which resulted in a decrease in the price of their labor.,0.0,0.4615384615384615
medium,400,80,2,57376828c3c5551400e51eba,What physical quantities do not have direction?,denoted scalar quantities || scalar quantities || denoted scalar quantities || scalar quantities || scalar quantities,Scalar quantities.,1.0,1.0
medium,400,80,2,57275cb3f1498d1400e8f6dc,What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,Time Warner Cable || Time Warner Cable || Time Warner Cable,Time Warner Cable,1.0,1.0
medium,400,80,2,5705eccb52bb8914006896b9,Other than the desert city why do many locals and tourists frequent southern California?,beaches || for its popular beaches || beaches,The popular beaches along the coast.,0.0,0.5
medium,400,80,2,57277585708984140094de2d,Which network regained the ratings lead in America in 1984?,NBC || NBC || NBC,NBC,1.0,1.0
medium,400,80,2,57273799f1498d1400e8f4c1,When did Paul Rand's iconic ABC logo first debut?,1963–64 season || 1963–64 season || 1962,1963–64 season,1.0,1.0
medium,400,80,2,5711623e50c2381900b54abc,"In an adjustable spring-loaded valve, what needs to be broken to allow an operator to tamper with it?",seal || seal || a seal,A seal.,1.0,1.0
medium,400,80,2,5728455bff5b5019007da07c,How much Saharan dust is blown and falls upon the Caribbean Sea each year?,43 million tons || 43 million tons || 43 million tons,43 million tons of dust are windblown to the Caribbean Sea annually.,0.0,0.42857142857142855
medium,400,80,2,56df9e2838dc4217001520f6,In what year was Nikola Tesla born? ,1856 || 1856 || 1856,1856,1.0,1.0
medium,400,80,2,5730b7ce069b5314008322c6,What caused the US public to condemn the occupation of the philippines?,a war erupted || a war erupted || war || war || war,"The deaths of many Filipinos during America's occupation in the Philippines led business, labor and government leaders in the US to condemn it.",0.0,0.0
medium,400,80,2,5737534ec3c5551400e51eab,"When forces are from the presence of differnet objects, what law gives symmetry?",Newton's Third || Newton's Third Law || Newton's Third Law || Newton's Third Law || Newton's Third Law,Newton's Third Law,1.0,1.0
medium,400,80,2,5706155352bb891400689896,What is rugby rapidly becoming with high schools?,an official school sport || an official school || official school sport,A growing sport in southern California's high school level,0.0,0.36363636363636365
medium,400,80,2,5729645b3f37b31900478321,What do apicoplasts synthesize?,"fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters",Isopentenyl pyrophosphate,0.0,0.5
medium,400,80,2,5725e36f89a1e219009ac03c,What day did the Apollo 11 crew return to Earth?,July 24 || July 24. || July 24 || July 24 || July 24,"July 24, 1969",0.0,0.8
medium,400,80,2,5705f09e75f01819005e77a4,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes || inequitable taxes || inequitable taxes,Inequitable taxes,1.0,1.0
medium,400,80,2,572a12381d0469140077972f,When was a study conducted of Swedish counties?,between 1960 and 2000 || between 1960 and 2000 || between 1960 and 2000,Between 1960 and 2000.,1.0,1.0
medium,400,80,2,5726c61ff1498d1400e8eae3,How did Genghis Khan observed the surrender terms after Samarkand fell?,reneged || reneged || executed every soldier,He executed every soldier that had taken arms against him at Samarkand.,0.0,0.4
medium,400,80,2,5729f0db6aef051400155129,How many reptiles have been discovered in the Amazon region?,378 || 378 || 378,378,1.0,1.0
medium,400,80,2,5737898f1c45671900574496,What planet did astrophysisist predict to explain the problems with Mercury?,Vulcan || Vulcan || Vulcan || Vulcan,Vulcan,1.0,1.0
medium,400,80,2,5729a26d6aef05140015505a,What happens to the norm when a number is multiplied by p?,norm gets smaller || gets smaller || gets smaller || gets smaller,The norm gets smaller.,1.0,1.0
medium,400,80,2,571caac55efbb31900334dc7,By what means were scientists able to liquefy air?,compressing and cooling || compressing and cooling || cascade method || compressing and cooling it || compressing and cooling,Compressing and cooling it using a cascade method,0.0,0.7272727272727273
medium,400,80,2,572687e1dd62a815002e8854,What's the name of Newcastle's speedway team?,Newcastle Diamonds || Newcastle Diamonds || Newcastle Diamonds,Newcastle Diamonds,1.0,1.0
medium,400,80,2,57332442d058e614000b5722,Who was Warsz?,12th/13th-century nobleman || shortened form of the masculine name of Slavic origin Warcisław || nobleman,A 12th/13th-century Polish noblewoman who owned a village at the site of modern Mariensztat neighbourhood in Warsaw.,0.0,0.125
medium,400,80,2,5726241189a1e219009ac2de,What has a negative influence over the US economy?,The embargo || The embargo || The embargo || The embargo || embargo,The embargo had a negative influence on the U.S. economy.,0.0,0.25
medium,400,80,2,56bec0353aeaaa14008c934e,"The ""50"" given to the Super Bowl winner is plated with how many karats of gold?",18 || 18 || 18,18-karat gold,0.0,0.0
medium,400,80,2,57266ab3dd62a815002e8435,Who was Cromwell's allies?,the Scots || the Scots || the Scots,The Scots,1.0,1.0
medium,400,80,2,5729f06f1d04691400779675,Missing self desribes cells that only have small amounts of what cell-surface marker?,MHC I (major histocompatibility complex) || MHC I || MHC I (major histocompatibility complex),MHC I,1.0,1.0
medium,400,80,2,572847dd4b864d19001648bd,What well-known archeologist believed the Amazon didn't have many inhabitants?,Betty Meggers || Betty Meggers || Betty Meggers,Betty Meggers,1.0,1.0
medium,400,80,2,56de0ed14396321400ee257b,What kind of bureaucracy did the Normans institute?,meritocratic || meritocratic || meritocratic,"A meritocratic bureaucracy including Jews, Muslims and Christians",0.0,0.25
medium,400,80,2,5711658e50c2381900b54ad8,"Other than warships, what ships typically required high speeds?",ocean liners || ocean liners || ocean liners,Ocean liners,1.0,1.0
medium,400,80,2,572ff4ca04bcaa1900d76f25,Where does two thirds of the Rhine flow outside of Germany?,Waal || Waal || through the Waal,Through the Waal and then merging with the Meuse into the North Sea via various estuaries in Netherlands.,0.0,0.23529411764705882
medium,400,80,2,572666d9dd62a815002e83b7,What was the name of the King of the Scots?,William the Lion || William the Lion || William the Lion,William I of Scotland,0.0,0.3333333333333333
medium,400,80,2,571a49de4faf5e1900b8a94a,Oxygen is released in cellular respiration by?,photosynthesis || photosynthesis || photosynthesis || photosynthesis || photosynthesis,Photosynthesis,1.0,1.0
medium,400,80,2,57286c8cff5b5019007da21a,When did the Jin dynasty end?,1234 || 1234 || 1234,1234,1.0,1.0
medium,400,80,4,573786b51c4567190057448d,How might gravity effects be observed differently according to Newton?,at larger distances. || at larger distances || at larger distances || at larger distances,As an inverse square law at larger distances.,0.0,0.6
medium,400,80,4,56e1ddfce3433e14004231d8,What is the prize offered for finding a solution to P=NP?,"$1,000,000 || US$1,000,000 || US$1,000,000","US$1,000,000",1.0,1.0
medium,400,80,4,56bf48cc3aeaaa14008c95af,What color were the Bronco's uniforms in Super Bowl 50?,white || matching white jerseys || white,White jerseys with matching white pants.,0.0,0.6666666666666666
medium,400,80,4,5725c337271a42140099d164,What are the little tentacles that cydippids have called?,tentilla || tentilla || tentilla,Colloblasts,0.0,0.0
medium,400,80,4,5725e44238643c19005ace36,Which lunar probe was near the Apollo 12 crew's landing site?,Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3,Surveyor 3,1.0,1.0
medium,400,80,4,571ccfbadd7acb1400e4c164,Electrolysis of what can be used to produce oxygen and hydrogen?,water || water || water || water,Water,1.0,1.0
medium,400,80,4,56f827caa6d7ea1400e1743a,When was the Edict of Worms presented?,25 May 1521 || 25 May 1521 || 25 May 1521,25 May 1521,1.0,1.0
medium,400,80,4,56e127bccd28a01900c6765f,How many other important people sent letters?,more than 70 || more than 70 || more than 70,More than 70 pioneers including Albert Einstein.,0.0,0.6
medium,400,80,4,572976183f37b31900478431,What is an alternate way to make starch?,glucose monomers in the chloroplast can be linked together || glucose monomers || glucose monomers in the chloroplast,Linking glucose monomers together in chloroplasts,0.0,0.6
medium,400,80,4,56e0f32d231d4119001ac4cb,What type of image was Tesla thought to have accidentally taken a week prior to the announcement of its discovery?,X-ray image || X-ray || X-ray image,An X-ray image,1.0,1.0
medium,400,80,4,5730005db2c2fd1400568707,Where did Maududi's books place Islam?,in a modern context || a modern context || modern context,In a modern context,1.0,1.0
medium,400,80,4,57273a465951b619008f86ff,What is the process of constructing a building or infrastructure?,Construction || Construction || Construction,"Construction involves planning, design, financing, erecting structures on-site for clients and comprises six to nine percent of GDP in developed countries. It includes residential, non-residential, industrial sectors with specific subdivisions like heavy civil works or power generation plants.",0.0,0.05128205128205127
medium,400,80,4,56d71d150d65d2140019836f,How many will the host committee dedicate to local charities?,25 percent || 25 percent of all money || 25,"Not specified directly; however, it is implied that a significant portion of their fundraising efforts would be allocated towards philanthropic causes in the Bay Area. The exact amount or number dedicated specifically for ""local charities"" within this context isn't provided and thus cannot be determined from the given information alone (NOT_FOUND).",0.0,0.03846153846153846
medium,400,80,4,56bebde53aeaaa14008c9338,In what city is SAP Center located?,San Jose || San Jose || San Jose.,San Jose,1.0,1.0
medium,400,80,4,56e10b6ee3433e1400422b25,"For what invention was U.S. Patent 1,655,114 granted?",VTOL aircraft || VTOL aircraft || a biplane capable of taking off vertically,A biplane capable of taking off vertically and transitioning to conventional flight,0.0,0.7058823529411764
medium,400,80,4,571c91c8dd7acb1400e4c10e,For what purpose is oxygen used by animal life?,cellular respiration || cellular respiration || cellular respiration || in cellular respiration || cellular respiration,In cellular respiration,1.0,1.0
medium,400,80,4,57265bdfdd62a815002e82a0,By which year did the American cars mpg start to improve?,1985 || 1985 || 1985 || 1985 || 1985,1975,0.0,0.0
medium,400,80,4,57287fec4b864d1900164a3d,Which religion did Kublai prefer?,"Buddhism, especially the Tibetan variants || Buddhism || Buddhism",Buddhism,1.0,1.0
medium,400,80,4,57308f6b8ab72b1400f9c581,Early Western texts referencing the East describe the people as being what?,irrational and backward || them || as irrational and backward || irrational and backward || irrational and backward,Irrational and backward.,1.0,1.0
medium,400,80,4,56bebbbf3aeaaa14008c9317,Who is the NFL's vice president of brand and creative?,Jaime Weston || Jaime Weston || Weston,Jaime Weston,1.0,1.0
medium,400,80,4,572f58d9a23a5019007fc57f,What does Obersee mean?,"upper lake || upper lake || (""upper lake"" || upper lake","Obersee is a German term meaning ""upper lake"".",0.0,0.4444444444444445
medium,400,80,4,57112686b654c5140001fbd7,What types of engines are steam engines?,external combustion || external combustion || external combustion engines || external combustion,External combustion engines with separate working fluid and combustion products,0.0,0.4615384615384615
medium,400,80,4,572975511d046914007794a8,In what process are electrons recycled?,cyclic photophosphorylation || cyclic photophosphorylation || cyclic photophosphorylation,Cyclic photophosphorylation,1.0,1.0
medium,400,80,4,5728ebcb3acd2414000e01dd,What third type of plea uses creative words?,creative plea || no contest || creative plea || creative plea || creative plea || creative plea,Creative Plea,1.0,1.0
medium,400,80,4,571cb010dd7acb1400e4c12c,What objects in organisms absorb singlet oxygen to prevent harm?,Carotenoids || Carotenoids || Carotenoids || Carotenoids || Carotenoids,Carotenoids.,1.0,1.0
medium,400,80,4,5729d51d3f37b31900478593,"In a market economy, what is inequality a reflection of?",productivity gap between highly-paid professions and lower-paid professions || productivity gap || productivity gap,The productivity gap between highly-paid professions and lower-paid professions.,1.0,1.0
medium,400,80,4,572ffd9e04bcaa1900d76fcb,"What interpretation of Islam is, for many of the adherents, the ""gold standard"" of their religion?",Saudi || the Saudi-interpretation || Saudi,Wahhabism or Salafism.,0.0,0.0
medium,400,80,4,572646655951b619008f6ec3,Ctenophores are less complex than what other group?,bilaterians || bilaterians || bilaterians,Bilaterians,1.0,1.0
medium,400,80,4,56be53b8acb8001400a50314,Who was the NFL Commissioner in early 2012?,Roger Goodell || Roger Goodell || Goodell,Roger Goodell,1.0,1.0
medium,400,80,4,56f8cc399e9bad19000a0515,In contrast how were Catholic saints portrayed?,frail Catholic saints || frail || frail,As frail individuals.,0.0,0.5
medium,400,80,4,57273d8bf1498d1400e8f500,Infrastructure is often called what?,"heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering || heavy/highway, heavy civil or heavy engineering",Heavy/highway engineering,0.0,0.5
medium,400,80,4,5726de7a5951b619008f80ab,How many years does the V&A glass collection cover?,4000 || 4000 years || 4000,4000 years,1.0,1.0
medium,400,80,4,5725cb33271a42140099d1df,What does ctenophore use to capture prey?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
medium,400,80,4,56f8b2499b226e1400dd0e3b,What did Luther speak out about in Saxony?,the Jews || Jews || Jews,Luther spoke against Jews and blamed them for societal issues.,0.0,0.18181818181818182
medium,400,80,4,571a52cb4faf5e1900b8a968,What chemical element was the cause of the Apollo 1 disastrous outcome?,pure O,Oxygen,0.0,0.0
medium,400,80,4,5726bf325951b619008f7cfd,Approximately how many works of art are included in the Far Eastern collections?,"more than 70,000 || more than 70,000 || 70,000","Over 70,000 works of art",0.0,0.33333333333333337
medium,400,80,4,56e126dae3433e1400422c7e,How many types of science fiction have been impacted by Tesla?,several || several || several,All of them,0.0,0.0
medium,400,80,4,56e1075ae3433e1400422afc,What did he do with Wardenclyffe?,sold || sold || sold,"He sold it for $20,000.",0.0,0.33333333333333337
medium,400,80,4,5726c9b0dd62a815002e9047,Whose plan called for the Mongolian army to split in two after the Khwarezmian conquest?,Subutai || Subutai || Subutai,Subutai's suggestion led by Genghis Khan and Subutai themselves,0.0,0.19999999999999998
medium,400,80,4,56e1127bcd28a01900c67549,Where was Tesla's property sent?,Belgrade || Belgrade || Belgrade,Belgrade,1.0,1.0
medium,400,80,4,5727448b5951b619008f87a2,When did Sunday Night Football premiere on NBC?,2006 || 2006 || 2006,2006,1.0,1.0
medium,400,80,4,5726f4a0708984140094d6ea,How many paintings did John Sheeshanks give to the museum?,233 || 233 || 233,233,1.0,1.0
medium,400,80,4,57309564069b5314008321a9,Who was made rich and prosperous prior to World War 1,many imperial powers || imperial powers || imperial powers || imperial powers,European imperial powers,0.0,0.8
medium,400,80,4,5729e500af94a219006aa6b7,"After the Oligocene period, under what period did the amazon rainforest begin to expand?",Middle Miocene || Middle Miocene || Middle Miocene,Middle Miocene,1.0,1.0
medium,400,80,4,56d9c660dc89441400fdb7e7,Which retired ref disagreed with the outcome of the challenge of a incomplete pass?,Mike Carey || Mike Carey || Carey,Mike Carey,1.0,1.0
medium,400,80,4,572a07a86aef0514001551d5,Where are health and social problems most common?,among states in the US with larger income inequalities || countries with bigger income inequalities || countries with bigger income inequalities,In developed countries with larger income inequalities.,0.0,0.6666666666666666
medium,400,80,4,572968cf1d046914007793cd,When was the plastome discovered?,1962 || 1962 || 1962,In 1962,0.0,0.6666666666666666
medium,400,80,4,56e76b8337bdd419002c3f82,Which study showed double the rate of anxiety?,2012 || 2012 || 2012 study,A 2012 study found that teachers experienced double the rate of anxiety compared to average workers.,0.0,0.25
medium,400,80,4,5726c0c5dd62a815002e8f7a,What trading route joined Khwarezmia and the Mongol Empire?,the Silk Road || Silk Road || Silk Road,The Silk Road.,1.0,1.0
medium,400,80,4,56e0d402231d4119001ac3fd,Where did Tesla work in Budapest?,a telegraph company || the Budapest Telephone Exchange || Budapest Telephone Exchange,Budapest Telephone Exchange and Central Telegraph Office,0.0,0.6
medium,400,80,4,572980f9af94a219006aa4d4,What is the name of one type of prime where p+1 or p-1 takes a certain shape?,primorial primes || Fermat || Sophie Germain || Sophie Germain || Sophie Germain,Sophie Germain primes,0.0,0.8
medium,400,80,4,5725ff8238643c19005acf4a,Where is the Santa Fe Railroad Depot located?,Downtown Fresno || Downtown Fresno || Downtown Fresno,Downtown Fresno,1.0,1.0
medium,400,80,4,5733f8dc4776f419006615f9,Who won the battle of Lake George?,"inconclusively, with both sides withdrawing from the field || The battle ended inconclusively || ended inconclusively || both sides withdrawing from the field || The battle ended inconclusively",Both sides withdrew without a clear victor,0.0,0.3636363636363636
medium,400,80,4,5730cb0fb7151e1900c0154c,Clergy are members of what group rather than of any local congregation?,their Annual Conference || Annual Conference || their Annual Conference,Annual Conference,1.0,1.0
medium,400,80,4,57274e6a5951b619008f87f4,"On December 22nd 2009, ABC reached an agreement with Apple to make ABC shows available on what service?",iTunes || iTunes || iTunes,iTunes,1.0,1.0
medium,400,80,4,572fb059947a6a140053cb80,Who did the Parliament rent additional buildings from?,City of Edinburgh Council || City of Edinburgh Council || the City of Edinburgh Council,The City of Edinburgh Council,1.0,1.0
medium,400,80,4,571098f8a58dae1900cd6ab3,What style of lace is erroneously believed by some to have Huguenot influence?,'Bucks Point' || Bucks Point || Bucks Point,Bucks Point lace,0.0,0.8
medium,400,80,4,56de40da4396321400ee270a,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan || Guy de Lusignan || Guy de Lusignan,Guy de Lusignan,1.0,1.0
medium,400,80,4,56d9c92bdc89441400fdb80e,Who did Newton get a pass to in the Panther starting plays of Super Bowl 50?,Ted Ginn Jr. || Ted Ginn Jr,Ted Ginn Jr.,1.0,1.0
medium,400,80,4,5725bad5271a42140099d0bd,When did Syria and Egypt launch a surprise attack on Israel?,"On October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973 || October 6, 1973","October 6, 1973",1.0,1.0
medium,400,80,4,5725edfe38643c19005acea1,The west side of Fresno is the center of which ethnic community?,African-American || African-American || African-American,African-American community,0.0,0.6666666666666666
medium,400,80,4,56e0d6367aa994140058e773,How much did Tesla say Edison offered him to redesign his motor and generators?,fifty thousand dollars || fifty thousand dollars || fifty thousand dollars,"$50,000",0.0,0.0
medium,400,80,4,57265ceddd62a815002e82b8,By which year did full sized American cars shrink to be smaller?,1979 || 1979 || 1979 || 1979 || 1979,1979,1.0,1.0
medium,400,80,4,56e1239acd28a01900c67642,When did he talk about his thoughts on gender?,1926 || 1926 || 1926,In 1926 and again during a speech to women engineers in New York City.,0.0,0.14285714285714288
medium,400,80,4,5726c9b0dd62a815002e904a,Who led the Kievian Rus' troops against Subutai's Mongol army?,Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev || Mstislav the Bold of Halych and Mstislav III of Kiev,Mstislav III of Kiev,0.0,0.6153846153846153
medium,400,80,4,572646655951b619008f6ec0,What do ctenophores have that no other animals have?,colloblasts || colloblasts || colloblasts,Colloblasts,1.0,1.0
medium,400,80,4,5727f2714b864d1900164074,What impact did the high school education movement have on the wages of skilled workers?,decrease || decrease in the price of skilled labor || decrease,A decrease in the price of skilled labor due to an increase in their numbers as a result of higher educational attainment.,0.0,0.5
medium,400,80,4,57376828c3c5551400e51eba,What physical quantities do not have direction?,denoted scalar quantities || scalar quantities || denoted scalar quantities || scalar quantities || scalar quantities,Scalar quantities,1.0,1.0
medium,400,80,4,57275cb3f1498d1400e8f6dc,What cable provider did ABC reach an agreement with in 1993 to carry it's owned-and-operated stations in ABC O&O markets?,Time Warner Cable || Time Warner Cable || Time Warner Cable,Time Warner Cable,1.0,1.0
medium,400,80,4,5705eccb52bb8914006896b9,Other than the desert city why do many locals and tourists frequent southern California?,beaches || for its popular beaches || beaches,For its popular beaches,1.0,1.0
medium,400,80,4,57277585708984140094de2d,Which network regained the ratings lead in America in 1984?,NBC || NBC || NBC,NBC,1.0,1.0
medium,400,80,4,57273799f1498d1400e8f4c1,When did Paul Rand's iconic ABC logo first debut?,1963–64 season || 1963–64 season || 1962,1963-64 season,0.0,0.5
medium,400,80,4,5711623e50c2381900b54abc,"In an adjustable spring-loaded valve, what needs to be broken to allow an operator to tamper with it?",seal || seal || a seal,A seal illegally is broken.,0.0,0.4
medium,400,80,4,5728455bff5b5019007da07c,How much Saharan dust is blown and falls upon the Caribbean Sea each year?,43 million tons || 43 million tons || 43 million tons,43 million tons of dust are windblown to the Caribbean Sea annually.,0.0,0.42857142857142855
medium,400,80,4,56df9e2838dc4217001520f6,In what year was Nikola Tesla born? ,1856 || 1856 || 1856,1856,1.0,1.0
medium,400,80,4,5730b7ce069b5314008322c6,What caused the US public to condemn the occupation of the philippines?,a war erupted || a war erupted || war || war || war,The deaths of Filipinos and American business interests being affected by military force behind the scenes led to this condemnation.,0.0,0.0
medium,400,80,4,5737534ec3c5551400e51eab,"When forces are from the presence of differnet objects, what law gives symmetry?",Newton's Third || Newton's Third Law || Newton's Third Law || Newton's Third Law || Newton's Third Law,Newton's Third Law,1.0,1.0
medium,400,80,4,5706155352bb891400689896,What is rugby rapidly becoming with high schools?,an official school sport || an official school || official school sport,A growing sport in southern California at the high school level.,0.0,0.3333333333333333
medium,400,80,4,5729645b3f37b31900478321,What do apicoplasts synthesize?,"fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters || fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters","Fatty acids, isopentenyl pyrophosphate, iron-sulfur clusters, heme pathway components",0.0,0.8
medium,400,80,4,5725e36f89a1e219009ac03c,What day did the Apollo 11 crew return to Earth?,July 24 || July 24. || July 24 || July 24 || July 24,July 24.,1.0,1.0
medium,400,80,4,5705f09e75f01819005e77a4,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes || inequitable taxes || inequitable taxes,Inequitable taxes.,1.0,1.0
medium,400,80,4,572a12381d0469140077972f,When was a study conducted of Swedish counties?,between 1960 and 2000 || between 1960 and 2000 || between 1960 and 2000,Between 1960 and 2000,1.0,1.0
medium,400,80,4,5726c61ff1498d1400e8eae3,How did Genghis Khan observed the surrender terms after Samarkand fell?,reneged || reneged || executed every soldier,He reneged on his surrender terms by executing every soldier that had taken arms against him at Samarkand.,0.0,0.1904761904761905
medium,400,80,4,5729f0db6aef051400155129,How many reptiles have been discovered in the Amazon region?,378 || 378 || 378,"Not specified within a range but as part of total species count mentioned for animals and plants combined with birds specifically being counted separately from mammals. However, since it's not explicitly stated how many reptiles are there in relation to other animal groups or individually apart from the overall biodiversity context provided, we cannot determine an exact number solely based on this information alone; hence NOT_FOUND is appropriate as per instruction if needed for a specific count.",0.0,0.0
medium,400,80,4,5737898f1c45671900574496,What planet did astrophysisist predict to explain the problems with Mercury?,Vulcan || Vulcan || Vulcan || Vulcan,Vulcan,1.0,1.0
medium,400,80,4,5729a26d6aef05140015505a,What happens to the norm when a number is multiplied by p?,norm gets smaller || gets smaller || gets smaller || gets smaller,The norm gets smaller when a number is multiplied by p.,0.0,0.5
medium,400,80,4,571caac55efbb31900334dc7,By what means were scientists able to liquefy air?,compressing and cooling || compressing and cooling || cascade method || compressing and cooling it || compressing and cooling,Compressing and cooling it using a cascade method,0.0,0.7272727272727273
medium,400,80,4,572687e1dd62a815002e8854,What's the name of Newcastle's speedway team?,Newcastle Diamonds || Newcastle Diamonds || Newcastle Diamonds,Newcastle Diamonds,1.0,1.0
medium,400,80,4,57332442d058e614000b5722,Who was Warsz?,12th/13th-century nobleman || shortened form of the masculine name of Slavic origin Warcisław || nobleman,A 12th/13th-century noblewoman who owned a village in what is now part of Mariensztat neighbourhood in Warsaw.,0.0,0.11764705882352941
medium,400,80,4,5726241189a1e219009ac2de,What has a negative influence over the US economy?,The embargo || The embargo || The embargo || The embargo || embargo,The embargo had a negative influence on the U.S. economy by causing immediate demands to address threats to U.S. energy security and changing competitive positions in many industries due to price increases.,0.0,0.06666666666666667
medium,400,80,4,56bec0353aeaaa14008c934e,"The ""50"" given to the Super Bowl winner is plated with how many karats of gold?",18 || 18 || 18,18-karat gold,0.0,0.0
medium,400,80,4,57266ab3dd62a815002e8435,Who was Cromwell's allies?,the Scots || the Scots || the Scots,The Scots,1.0,1.0
medium,400,80,4,5729f06f1d04691400779675,Missing self desribes cells that only have small amounts of what cell-surface marker?,MHC I (major histocompatibility complex) || MHC I || MHC I (major histocompatibility complex),MHC I,1.0,1.0
medium,400,80,4,572847dd4b864d19001648bd,What well-known archeologist believed the Amazon didn't have many inhabitants?,Betty Meggers || Betty Meggers || Betty Meggers,Betty Meggers,1.0,1.0
medium,400,80,4,56de0ed14396321400ee257b,What kind of bureaucracy did the Normans institute?,meritocratic || meritocratic || meritocratic,"A meritocratic one including Jews, Muslims, and Christians both Catholic and Eastern Orthodox.",0.0,0.15384615384615385
medium,400,80,4,5711658e50c2381900b54ad8,"Other than warships, what ships typically required high speeds?",ocean liners || ocean liners || ocean liners,Ocean liners,1.0,1.0
medium,400,80,4,572ff4ca04bcaa1900d76f25,Where does two thirds of the Rhine flow outside of Germany?,Waal || Waal || through the Waal,Through the Waal and then merging with the Meuse in the Netherlands before reaching the North Sea.,0.0,0.2666666666666667
medium,400,80,4,572666d9dd62a815002e83b7,What was the name of the King of the Scots?,William the Lion || William the Lion || William the Lion,William I of Scotland,0.0,0.3333333333333333
medium,400,80,4,571a49de4faf5e1900b8a94a,Oxygen is released in cellular respiration by?,photosynthesis || photosynthesis || photosynthesis || photosynthesis || photosynthesis,Photosynthesis,1.0,1.0
medium,400,80,4,57286c8cff5b5019007da21a,When did the Jin dynasty end?,1234 || 1234 || 1234,1234 AD,0.0,0.6666666666666666
large,800,120,1,573786b51c4567190057448d,How might gravity effects be observed differently according to Newton?,at larger distances. || at larger distances || at larger distances || at larger distances,As an inverse square law.,0.0,0.0
large,800,120,1,56e1ddfce3433e14004231d8,What is the prize offered for finding a solution to P=NP?,"$1,000,000 || US$1,000,000 || US$1,000,000","US$1,000,000",1.0,1.0
large,800,120,1,56bf48cc3aeaaa14008c95af,What color were the Bronco's uniforms in Super Bowl 50?,white || matching white jerseys || white,White and blue,0.0,0.5
large,800,120,1,5725c337271a42140099d164,What are the little tentacles that cydippids have called?,tentilla || tentilla || tentilla,Tentilla,1.0,1.0
large,800,120,1,5725e44238643c19005ace36,Which lunar probe was near the Apollo 12 crew's landing site?,Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3 || Surveyor 3,Surveyor 3,1.0,1.0
